"book_id","specification_id","value"
3251,1,"8935235230668"
3251,3,"Nhã Nam"
3251,6,"Đặng Thanh Giang"
3252,1,"8935086826980"
3252,3,"FIRST NEWS"
3253,1,"8935280919310"
3253,3,"Thái Hà"
3253,6,"Dương Thùy Phương"
3254,1,"8936067607918"
3254,3,"Minh Long"
3254,6,"Phạm Hồng Yến"
3254,4,"Tiếng Việt"
3255,1,"8935235231238"
3255,3,"Nhã Nam"
3255,6,"Hoàng Phương Anh"
3256,1,"8936066698764"
3256,3,"1980 Books"
3256,6,"Dương Bùi"
3256,4,"Tiếng Việt"
3257,1,"8935086848746"
3257,3,"FIRST NEWS"
3258,1,"8935244831436"
3258,3,"Nhà Xuất Bản Kim Đồng"
3259,1,"8936067605211"
3259,3,"Minh Long"
3259,6,"Thanh Nhã"
3260,1,"8935244827958"
3260,2,"0 - 6"
3260,3,"Nhà Xuất Bản Kim Đồng"
3260,6,"Nguyễn Quốc Vương"
3261,1,"8935074134219"
3261,3,"Cty Văn Hóa Văn Lang"
3261,4,"Tiếng Việt"
3262,1,"8935309504107"
3262,3,"Alpha Books"
3262,6,"TS Nguyễn Thụy Phương, Trần Thị Khánh Vân"
3263,1,"8935309505166"
3263,3,"Alpha Books"
3263,6,"Nguyễn Thị Lan Anh"
3263,4,"Tiếng Việt"
3264,1,"9786044001739"
3264,3,"Công ty TNHH Tazano"
3264,6,"Phạm Thùy"
3265,1,"8935280913004-2023"
3265,3,"Thái Hà"
3265,6,"An Vi"
3265,4,"Tiếng Việt"
3266,1,"8936066696449"
3266,3,"1980 Books"
3266,4,"Tiếng Việt"
3267,1,"8935244894653"
3267,3,"Nhà Xuất Bản Kim Đồng"
3267,6,"Nguyễn Quốc Vương"
3267,4,"Tiếng Việt"
3268,1,"8936067602876"
3268,3,"Minh Long"
3268,6,"Thảo Huyền, Quỳnh Châm"
3269,1,"9786045670026"
3269,3,"Phụ Nữ"
3270,1,"8936066687690"
3270,3,"1980 Books"
3270,6,"Mai Đỗ"
3270,4,"Tiếng Việt"
3271,1,"9786049916069"
3271,3,"Cengage"
3271,6,"Đào Nguyễn Thùy Linh"
3271,4,"Tiếng Việt"
3272,1,"8936067609547"
3272,3,"Minh Long"
3272,6,"Thành Bảo Ngọcc"
3273,1,"8936046599760"
3273,3,"Minh Long"
3274,1,"8936066692304"
3274,3,"1980 Books"
3274,6,"Bo Virgo"
3275,1,"combo-8936067605211-8936046599760"
3275,3,"Minh Long"
3276,1,"8935212328388"
3276,3,"Đinh Tị"
3277,1,"8936066694360"
3277,3,"1980 Books"
3277,6,"Saze"
3278,1,"8935069923200"
3278,3,"Phụ Nữ"
3278,6,"Hải Mai Sâm"
3278,4,"Tiếng Việt"
3279,1,"8935212328395"
3279,2,"2 - 6"
3279,3,"Đinh Tị"
3279,4,"Tiếng Việt"
3280,1,"8935212328401"
3280,3,"Đinh Tị"
3281,1,"8934974165576"
3281,3,"NXB Trẻ"
3282,1,"8935235235168"
3282,3,"Nhã Nam"
3283,1,"combo-8934974165576-8935235235168"
3283,3,"Nhã Nam"
3284,1,"8935235236219"
3284,3,"Nhã Nam"
3285,1,"8935280919495"
3285,3,"Thái Hà"
3285,6,"Nguyễn Thị Hoa"
3285,4,"Tiếng Việt"
3286,1,"9786044789859"
3287,1,"8935235240933"
3287,3,"Nhã Nam"
3288,1,"8935280918030"
3288,3,"Thái Hà"
3288,6,"Trâm Vũ"
3288,4,"Tiếng Việt"
3289,1,"8935280919235"
3289,3,"Thái Hà"
3289,4,"Tiếng Việt"
3290,1,"8935073101878"
3290,3,"Cty Văn Hóa Việt Thư"
3290,4,"Tiếng Việt"
3291,1,"8935280909434"
3291,3,"Thái Hà"
3291,6,"Nguyễn Thị Hoa"
3292,1,"8936066697309"
3292,3,"1980 Books"
3292,6,"Bạch Họa Cổ"
3292,4,"Tiếng Việt"
3293,1,"8935280915442"
3293,3,"Thái Hà"
3293,4,"Tiếng Việt"
3294,1,"8934974165583"
3294,3,"NXB Trẻ"
3295,1,"8935280919556"
3295,3,"Thái Hà"
3295,6,"Bích Nguyệt"
3295,4,"Tiếng Việt"
3296,1,"8935073008252"
3296,3,"Cty Văn Hóa Văn Lang"
3297,1,"9786043597202"
3297,3,"Crabit Kidbooks"
3297,6,"Dương Khánh Hoàng"
3298,1,"8935077031591"
3298,3,"Panda Books"
3299,1,"8936158591812"
3299,3,"Alpha Books"
3299,6,"Lê Hoàng Bảo Trâm"
3299,4,"Tiếng Việt"
3300,1,"8935074106162"
3300,3,"Cty Văn Hóa Việt Thư"
3300,4,"Tiếng Việt"
3301,1,"8935074106315"
3301,3,"Cty Văn Hóa Việt Thư"
3302,1,"8935212345057"
3302,3,"Đinh Tị"
3302,6,"Bùi Kiều Anh"
3303,1,"9786045661208"
3303,3,"Phụ Nữ"
3304,1,"8935280916906"
3304,3,"Thái Hà"
3305,1,"8936067609684"
3305,3,"Minh Long"
3305,6,"Hải Phong"
3306,1,"8936067609691"
3306,3,"Minh Long"
3306,6,"Hải Phong"
3307,1,"9786043295368"
3307,3,"Phụ Nữ"
3307,6,"Lien Scherbeck"
3308,1,"8935086854648"
3308,3,"FIRST NEWS"
3308,6,"Thanh Giang"
3309,1,"8935212330442"
3309,3,"Đinh Tị"
3310,1,"8935212330459"
3310,3,"Đinh Tị"
3311,1,"8935244826876"
3311,3,"Nhà Xuất Bản Kim Đồng"
3312,1,"8935236423564"
3312,3,"Nhà Sách Minh Thắng"
3312,6,"Thanh Huệ"
3313,1,"8935069922142"
3313,3,"Phụ Nữ"
3313,6,"Lien Scherbeck"
3313,4,"Tiếng Việt"
3314,1,"8935280916494"
3314,3,"Thái Hà"
3314,6,"Quế Chi"
3315,1,"combo8935212330442-8935212330459"
3315,3,"Đinh Tị"
3316,1,"8935212369855"
3316,3,"Đinh Tị"
3316,6,"Thu Trang"
3317,1,"8935244860924"
3317,3,"Nhà Xuất Bản Kim Đồng"
3317,6,"Thanh Uyên"
3318,1,"9786043487794"
3318,3,"Cty Văn Hóa Việt Thư"
3319,1,"8935069922135"
3319,3,"Phụ Nữ"
3319,6,"Lien Scherbeck"
3320,1,"8935074132598"
3320,3,"Cty Văn Hóa Văn Lang"
3320,6,"Đào Mỹ Linh"
3321,1,"9786045614884"
3321,3,"Phụ Nữ"
3322,1,"8936067591194"
3322,3,"Minh Long"
3322,6,"Thanh Loan"
3323,1,"8935309504220"
3323,3,"Alpha Books"
3323,6,"Trà My Thu Thảo"
3324,1,"8935077032345"
3324,3,"Panda Books"
3325,1,"8935077032352"
3325,3,"Panda Books"
3326,1,"8935235241459"
3326,3,"Nhã Nam"
3326,6,"Ngọc Hân"
3327,1,"8935235241633"
3327,3,"Nhã Nam"
3327,6,"Ngọc Hân"
3328,1,"8936067604511"
3328,3,"Minh Long"
3329,1,"8935280919051"
3329,3,"Thái Hà"
3329,6,"La Minh Nhật"
3329,4,"Tiếng Việt"
3330,1,"8935210307859"
3330,3,"Tân Việt"
3330,6,"Hà Hương"
3331,1,"8935352606742"
3331,3,"Nhà Xuất Bản Kim Đồng"
3331,6,"Phương Thúy"
3331,4,"Tiếng Việt"
3332,1,"9786045848265"
3332,7,"NXB Tổng Hợp TPHCM"
3333,1,"8936066691437"
3333,3,"1980 Books"
3333,6,"Thảo Hà"
3333,4,"Tiếng Việt"
3334,1,"8935280917507"
3334,3,"Thái Hà"
3334,4,"Tiếng Việt"
3335,1,"8935086855713"
3335,3,"FIRST NEWS"
3336,1,"9786043983135"
3336,3,"Cty Văn Hóa Việt Thư"
3337,1,"8935088538324"
3337,3,"Cty Văn Hóa Minh Lâm"
3338,1,"8935074134479"
3338,3,"Cty Văn Hóa Văn Lang"
3338,6,"Bảo Thu"
3339,1,"8936067591248"
3339,3,"Minh Long"
3340,1,"8935074134332"
3340,3,"Cty Văn Hóa Văn Lang"
3340,6,"Bảo Thu"
3341,1,"8935074134325"
3341,3,"Cty Văn Hóa Văn Lang"
3341,6,"Bảo Thu"
3342,1,"9786049596360"
3342,7,"Hộ kinh doanh TRUEBOOKS"
3342,4,"Tiếng Việt"
3343,1,"8935235243941"
3343,3,"Nhã Nam"
3344,1,"8935280909274"
3344,3,"Thái Hà"
3345,1,"8935270701673"
3345,3,"Alpha Books"
3345,6,"Omega Plus+"
3346,1,"8936067606898"
3346,3,"Minh Long"
3347,1,"8936067607635"
3347,3,"Minh Long"
3347,6,"Công Bình"
3348,1,"8936067607888"
3348,3,"Minh Long"
3348,6,"Minh Loan"
3348,4,"Tiếng Việt"
3349,1,"8935325014949"
3349,3,"Skybooks"
3349,6,"Hồng Hoa"
3349,4,"Tiếng Việt"
3350,1,"8935236433303"
3350,3,"Nhà Sách Minh Thắng"
3351,1,"8935352606728"
3351,3,"Nhà Xuất Bản Kim Đồng"
3351,6,"Phương Thúy"
3351,4,"Tiếng Việt"
3352,1,"8935279162475"
3352,3,"NXB Chính Trị Quốc Gia"
3352,4,"Tiếng Việt"
3353,1,"8934974169567"
3353,3,"NXB Trẻ"
3354,1,"8934974173793"
3354,3,"NXB Trẻ"
3355,1,"9786047462421"
3355,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3355,6,"Sophia Ngo"
3355,4,"Tiếng Việt"
3356,1,"9786048474478"
3356,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3356,6,"Thiên Trang, Hà Thủy Nguyên"
3356,4,"Tiếng Việt"
3357,1,"8935235236400"
3357,3,"Nhã Nam"
3357,6,"Trần Trọng Hải Minh"
3358,1,"9786043496376"
3358,3,"CÔNG TY CỔ PHẦN SBOOKS"
3358,6,"Vũ Ngọc Quỳnh"
3359,1,"8935270705299"
3359,3,"Alpha Books"
3359,6,"Nguyễn Thanh Xuân"
3359,4,"Tiếng Việt"
3360,1,"8935270700270"
3360,3,"Alpha Books"
3360,6,"Vũ Thái Hà"
3360,4,"Tiếng Việt"
3361,1,"9786048469603"
3361,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3361,6,"Nhiều Dịch Giả"
3362,1,"9786046133476"
3362,3,"Phanbook"
3362,6,"Trần Anh Tuấn"
3363,1,"9786048477080"
3363,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3363,6,"Hà Nguyên"
3364,1,"8934974204664"
3364,3,"NXB Trẻ"
3364,6,"Nguyễn Đỗ An Nhiên"
3365,1,"8934974170846"
3365,3,"NXB Trẻ"
3365,4,"Tiếng Việt"
3366,1,"8935235244849"
3366,3,"Nhã Nam"
3366,6,"Hoàng Đức Long"
3367,1,"8935086850930"
3367,3,"FIRST NEWS"
3367,6,"Hoàng Huấn"
3367,4,"Tiếng Việt"
3368,1,"8934974171621"
3368,3,"NXB Trẻ"
3369,1,"9786043496383"
3369,3,"CÔNG TY CỔ PHẦN SBOOKS"
3369,6,"Vũ Ngọc Quỳnh"
3370,1,"9786043496390"
3370,3,"CÔNG TY CỔ PHẦN SBOOKS"
3370,6,"Vũ Ngọc Quỳnh"
3371,1,"8934974166207"
3371,3,"NXB Trẻ"
3371,4,"Tiếng Việt"
3372,1,"9786043940428"
3372,3,"CÔNG TY CỔ PHẦN SBOOKS"
3372,6,"Ngô Tất Tố, Nguyễn Đức Tịnh"
3373,1,"9786326103144"
3373,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3373,6,"Quách Trọng"
3374,1,"8934974173168"
3374,3,"NXB Trẻ"
3375,1,"8935235236103"
3375,3,"Nhã Nam"
3375,6,"Hường Hà"
3376,1,"9786044921532"
3376,3,"NS Lao Động"
3377,1,"9786047722112"
3377,7,"NS Lao Động"
3378,1,"9786047773336"
3378,3,"NS Lao Động"
3378,4,"Tiếng Việt"
3379,1,"9786044924366"
3379,3,"NS Lao Động"
3380,1,"9786046130758"
3380,3,"NS Lao Động"
3380,4,"Tiếng Việt"
3381,1,"9786047722129"
3381,7,"NS Lao Động"
3382,1,"9786044924595"
3382,3,"NS Lao Động"
3383,1,"9786326006971"
3383,3,"NS Lao Động"
3383,4,"Tiếng Việt"
3384,1,"9786048997434"
3384,3,"NS Lao Động"
3385,1,"9786044926995"
3385,3,"NS Lao Động"
3386,1,"9786326006988"
3386,3,"NS Lao Động"
3386,4,"Tiếng Việt"
3387,1,"9786326008135"
3387,3,"NS Lao Động"
3387,4,"Tiếng Việt"
3388,1,"9786043255652"
3388,3,"NS Lao Động"
3389,1,"9786043983456"
3389,3,"NS Lao Động"
3390,1,"9786043435092"
3390,3,"NS Lao Động"
3391,1,"9786043899283"
3391,3,"NS Lao Động"
3392,1,"9786044767956"
3392,8,"18/10/2025"
3392,3,"NS Lao Động"
3392,4,"Tiếng Việt"
3393,1,"9786326201833"
3393,3,"NS Lao Động"
3393,4,"Tiếng Việt"
3394,1,"9786043989731"
3394,3,"NS Lao Động"
3395,1,"9786044763095"
3395,3,"NS Lao Động"
3396,1,"9786044764245"
3396,3,"NS Lao Động"
3397,1,"9786044765358"
3397,3,"NS Lao Động"
3398,1,"9786046139683"
3398,3,"NS Lao Động"
3399,1,"9786047248292"
3399,7,"NS Lao Động"
3400,1,"8934974173922"
3400,3,"NXB Trẻ"
3401,1,"9786045892640"
3401,3,"NXB Tổng Hợp TPHCM"
3402,1,"8934974200642"
3402,3,"NXB Trẻ"
3402,4,"Tiếng Việt"
3403,1,"8935279172672"
3403,3,"NXB Chính Trị Quốc Gia"
3404,1,"8935244857528"
3404,3,"Nhà Xuất Bản Kim Đồng"
3405,1,"8935270703424"
3405,3,"Alpha Books"
3405,6,"Nguyễn Hiền Thu, Nguyễn Hồng Hải"
3406,1,"8934974200628"
3406,3,"NXB Trẻ"
3406,4,"Tiếng Việt"
3407,1,"8934974162384"
3407,3,"NXB Trẻ"
3408,1,"8934974174578"
3408,3,"NXB Trẻ"
3409,1,"8935210222282"
3409,3,"Tân Việt"
3410,1,"8934974161363"
3410,3,"NXB Trẻ"
3410,6,"Phạm Trang Nhung"
3411,1,"9786045886014"
3411,7,"NXB Tổng Hợp TPHCM"
3412,1,"8935280500020"
3412,3,"Viện Quản lý PACE"
3413,1,"8934974168096"
3413,3,"NXB Trẻ"
3414,1,"8935279173006"
3414,3,"NXB Chính Trị Quốc Gia"
3415,1,"8934974209997"
3415,3,"NXB Trẻ"
3416,1,"8934974185666"
3416,3,"NXB Trẻ"
3416,4,"Tiếng Việt"
3417,1,"9786044907765"
3417,3,"Phụ Nữ"
3418,1,"8934974210078"
3418,3,"NXB Trẻ"
3418,4,"Tiếng Việt"
3419,1,"8935279153213"
3419,3,"NXB Chính Trị Quốc Gia"
3420,1,"8935210310507"
3420,3,"Tân Việt"
3421,1,"8934974207597"
3421,3,"NXB Trẻ"
3422,1,"8934974207719"
3422,3,"NXB Trẻ"
3423,1,"8934974162445"
3423,3,"NXB Trẻ"
3424,1,"8935244854480"
3424,3,"Nhà Xuất Bản Kim Đồng"
3425,1,"8935235221017"
3425,3,"Nhã Nam"
3425,6,"Trịnh Hữu Long"
3426,1,"8935210224026"
3426,3,"Tân Việt"
3427,1,"8935210224064"
3427,3,"Tân Việt"
3428,1,"8934974166429"
3428,3,"NXB Trẻ"
3429,1,"8935244874341"
3429,3,"Nhà Xuất Bản Kim Đồng"
3430,1,"8934974155454"
3430,3,"NXB Trẻ"
3430,4,"Tiếng Việt"
3431,1,"8935210223982"
3431,3,"Tân Việt"
3432,1,"8935352609774"
3432,3,"Nhà Xuất Bản Kim Đồng"
3432,4,"Tiếng Việt"
3433,1,"8935244843613"
3433,3,"Nhà Xuất Bản Kim Đồng"
3434,1,"9786042264754"
3434,3,"Nhà Xuất Bản Kim Đồng"
3434,4,"Tiếng Việt"
3435,1,"8935244854404"
3435,3,"Nhà Xuất Bản Kim Đồng"
3436,1,"8935244879001-tb2025"
3436,2,"6+"
3436,3,"Nhà Xuất Bản Kim Đồng"
3436,4,"Tiếng Việt"
3437,1,"8935244854251"
3437,3,"Nhà Xuất Bản Kim Đồng"
3438,1,"8935244854312"
3438,3,"Nhà Xuất Bản Kim Đồng"
3439,1,"8935244854534"
3439,3,"Nhà Xuất Bản Kim Đồng"
3440,1,"8935244854336"
3440,3,"Nhà Xuất Bản Kim Đồng"
3441,1,"8935244854329"
3441,3,"Nhà Xuất Bản Kim Đồng"
3442,1,"8935244854343"
3442,3,"Nhà Xuất Bản Kim Đồng"
3443,1,"8934974176718"
3443,3,"NXB Trẻ"
3444,1,"8934974179146"
3444,3,"NXB Trẻ"
3445,1,"8935244877533"
3445,3,"Nhà Xuất Bản Kim Đồng"
3446,1,"8934974181101"
3446,3,"NXB Trẻ"
3446,4,"Tiếng Việt"
3447,1,"8935244887198"
3447,2,"10+"
3447,3,"Nhà Xuất Bản Kim Đồng"
3447,4,"Tiếng Việt"
3448,1,"8935279147519"
3448,3,"NXB Chính Trị Quốc Gia"
3449,1,"8935279173471"
3449,3,"Alpha Books"
3449,4,"Tiếng Việt"
3450,1,"3300000055275"
3450,3,"Công Ty Cổ Phần Waka"
3450,4,"Tiếng Việt"
3451,1,"8935235241015"
3451,3,"Nhã Nam"
3452,1,"8935086855720"
3452,3,"FIRST NEWS"
3453,1,"9786045177686"
3453,3,"NXB Quân Đội Nhân Dân"
3453,4,"Tiếng Việt"
3454,1,"9786045193327"
3454,3,"NXB Quân Đội Nhân Dân"
3455,1,"8935086855737"
3455,3,"FIRST NEWS"
3456,1,"8936184340552"
3456,3,"Công ty TNHH Xuất Bản Và Truyền Thông Bestbooks Việt Nam"
3456,4,"Tiếng Việt"
3457,1,"8935279175857"
3457,3,"CÔNG TY CỔ PHẦN SBOOKS"
3457,4,"Tiếng Việt"
3458,1,"9786042253437"
3458,3,"Nhà Xuất Bản Kim Đồng"
3458,6,"Bùi Thị Thái Dương"
3458,4,"Tiếng Việt"
3459,1,"8935270702335"
3459,3,"Alpha Books"
3460,1,"8935095634910"
3460,3,"Huy Hoang Bookstore"
3461,1,"8935227357489"
3461,3,"Dn Tư Nhân Thương Mại Toàn Phúc"
3461,6,"Đình Chẩn"
3461,4,"Tiếng Việt"
3462,1,"8936229390733"
3462,3,"Công Ty Cổ Phần Waka"
3462,4,"Tiếng Việt"
3463,1,"8936203365290"
3463,3,"Đông A"
3463,4,"Tiếng Việt"
3464,1,"8935275100457"
3464,3,"Hải Đăng"
3464,6,"Minh Nhật"
3464,4,"Tiếng Việt"
3465,1,"9786047775415"
3465,7,"CÔNG TY TNHH VIETMD.NET"
3465,4,"Tiếng Việt"
3466,1,"9786326202632"
3467,1,"9786043983241"
3467,7,"Cty Sách Dân Trí"
3467,6,"Vương Bảo Long"
3467,4,"Tiếng Việt"
3468,1,"8935235236547"
3468,3,"Nhã Nam"
3468,6,"Thiên Nga"
3469,1,"8935279172610"
3469,3,"NXB Chính Trị Quốc Gia"
3470,1,"9786043607543"
3470,3,"Cty CP MTV Hà Nội"
3470,4,"Tiếng Việt"
3471,1,"9786326061741"
3471,3,"Cty Văn Hóa & Truyền Thông Trí Việt."
3471,4,"Tiếng Việt"
3472,1,"8935210274793"
3472,3,"Tân Việt"
3473,1,"9786043773927"
3473,3,"NXB Tổng Hợp TPHCM"
3474,1,"8935279163403"
3474,3,"NXB Chính Trị Quốc Gia"
3474,6,"Trần Quang Hiếu"
3475,1,"8935251422320"
3475,3,"Alpha Books"
3475,4,"Tiếng Việt"
3476,1,"8935279172863"
3476,3,"NXB Chính Trị Quốc Gia"
3477,1,"8935352616291"
3477,2,"11 - 15"
3477,3,"Nhà Xuất Bản Kim Đồng"
3477,4,"Tiếng Việt"
3478,1,"8935352616307"
3478,2,"15 - 18"
3478,3,"Nhà Xuất Bản Kim Đồng"
3478,4,"Tiếng Việt"
3479,1,"8935279174317"
3479,3,"NXB Chính Trị Quốc Gia"
3480,1,"8935210306135"
3480,3,"Tân Việt"
3480,6,"Hà An, Phương Nghi"
3480,4,"Tiếng Việt"
3481,1,"8935279150724"
3481,3,"NXB Chính Trị Quốc Gia"
3482,1,"8935244881615"
3482,3,"Nhà Xuất Bản Kim Đồng"
3483,1,"8935279150731"
3483,3,"NXB Chính Trị Quốc Gia"
3484,1,"8936107813293"
3484,3,"CÔNG TY TNHH SÁCH & TRUYỀN THÔNG VIỆT NAM"
3485,1,"8935279150748"
3485,3,"NXB Chính Trị Quốc Gia"
3486,1,"8934974184997"
3486,3,"NXB Trẻ"
3486,4,"Tiếng Việt"
3487,1,"8935352625484"
3487,2,"15 - 18"
3487,3,"Nhà Xuất Bản Kim Đồng"
3487,4,"Tiếng Việt"
3488,1,"8934974209294"
3488,3,"NXB Trẻ"
3488,6,"Trần Hà Nguyên, Vũ Thái Hà"
3489,1,"8936144200995"
3489,3,"Phanbook"
3489,6,"Nguyên Hoàng Yến Phương"
3489,4,"Tiếng Việt"
3490,1,"8935270702670"
3490,3,"Alpha Books"
3490,6,"Nguyễn Mạnh Cường"
3490,4,"Tiếng Việt"
3491,1,"8935279162420"
3491,3,"NXB Chính Trị Quốc Gia"
3491,6,"Đình Trọng Minh"
3492,1,"8935270704025"
3492,3,"Alpha Books"
3492,4,"Tiếng Việt"
3493,1,"8934974184867"
3493,3,"NXB Trẻ"
3493,4,"Tiếng Việt"
3494,1,"9786048479862"
3494,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3494,6,"Thảo Minh"
3495,1,"8934974184874"
3495,3,"NXB Trẻ"
3495,4,"Tiếng Việt"
3496,1,"8934974184966"
3496,3,"NXB Trẻ"
3496,4,"Tiếng Việt"
3497,1,"8936144202654"
3497,3,"Phanbook"
3497,4,"Tiếng Việt"
3498,1,"9786044835167"
3498,3,"NXB Tổng Hợp TPHCM"
3499,1,"9786044063218"
3500,1,"8935235244955"
3500,3,"Nhã Nam"
3500,6,"Nguyễn Hồng Anh"
3501,1,"9786326175653"
3501,3,"Công Ty Cổ Phần Đầu Tư và Phát Triển TTV Việt Nam"
3501,4,"Tiếng Việt"
3502,1,"9786043721911"
3502,3,"Phụ Nữ"
3502,6,"Lê Hồng Phương Hạ"
3503,1,"8934974203599"
3503,3,"NXB Trẻ"
3504,1,"9786047783953"
3504,3,"CÔNG TY TNHH GIẢI PHÁP TRUYỀN THÔNG DIMI DIGITAL"
3505,1,"8935235242623"
3505,3,"Nhã Nam"
3505,6,"Ai Đó"
3505,4,"Tiếng Việt"
3506,1,"8935280917552"
3506,3,"Thái Hà"
3506,4,"Tiếng Việt"
3507,1,"9786042058568"
3507,3,"Nhà Xuất Bản Kim Đồng"
3508,1,"8935352613573"
3508,2,"15+"
3508,3,"Nhà Xuất Bản Kim Đồng"
3508,6,"Nguyễn Xuân Hồng"
3508,4,"Tiếng Việt"
3509,1,"9786045859100"
3509,7,"NXB Tổng Hợp TPHCM"
3509,4,"Tiếng Việt"
3510,1,"9786043923322"
3511,1,"8934974208167"
3511,3,"NXB Trẻ"
3512,1,"8936144200537"
3512,3,"Phanbook"
3513,1,"8935280919037"
3513,3,"Thái Hà"
3513,6,"Lê Công Thế Bảo"
3513,4,"Tiếng Việt"
3514,1,"combo-8936144200476-8936144200537"
3514,3,"Phanbook"
3515,1,"9786043923322-tb2025"
3516,1,"8936186540042"
3516,3,"AZ Việt Nam"
3516,6,"Phi Yến"
3517,1,"8936158591683"
3517,3,"Alpha Books"
3517,6,"Thảo Tâm"
3518,1,"9786046857594"
3518,7,"NXB Tổng Hợp TPHCM"
3519,1,"8935236437066"
3519,3,"Nhà Sách Minh Thắng"
3519,4,"Tiếng Việt"
3520,1,"8936186546990"
3520,3,"AZ Việt Nam"
3520,6,"Minh Thùy"
3520,4,"Tiếng Việt"
3521,1,"8935251422061"
3521,3,"Alpha Books"
3521,6,"Đỗ Báu, Tất Toàn, Thái Hùng"
3521,4,"Tiếng Việt"
3522,1,"8935270704957"
3522,3,"Alpha Books"
3522,6,"Lê Minh Phương, Trần Mạnh Cường"
3522,4,"Tiếng Việt"
3523,1,"9786048481872"
3523,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3523,6,"Linh Dương"
3524,1,"8935251410341"
3524,3,"Alpha Books"
3524,6,"Hoàng Thị Ngọc"
3524,4,"Tiếng Việt"
3525,1,"8935251421088"
3525,3,"Alpha Books"
3525,6,"Nguyễn Tố Nguyên"
3525,4,"Tiếng Việt"
3526,1,"8934974201106"
3526,3,"NXB Trẻ"
3526,6,"Võ Công Hùng"
3527,1,"8935072957742"
3527,3,"Cty Văn Hóa Nhân Văn"
3528,1,"9786043358599-bq"
3529,1,"9786048485283"
3529,3,"Phanbook"
3530,1,"8935280920248"
3530,8,"18/10/2025"
3530,3,"Thái Hà"
3531,1,"8935077033540"
3531,3,"Panda Books"
3531,4,"Tiếng Việt"
3532,1,"8935251407488"
3532,3,"Alpha Books"
3532,6,"Nhóm BKD"
3532,4,"Tiếng Việt"
3533,1,"8935279109180"
3533,3,"Thái Hà"
3534,1,"8935235222311"
3534,3,"Nhã Nam"
3534,6,"Trần Trọng Hải Minh"
3535,1,"8935251415612"
3535,3,"Alpha Books"
3535,6,"Thu Loan, Quốc Anh"
3535,4,"Tiếng Việt"
3536,1,"8936184340156"
3536,3,"Công ty TNHH Xuất Bản Và Truyền Thông Bestbooks Việt Nam"
3536,6,"Phúc Chi"
3536,4,"Tiếng Việt"
3537,1,"8936184340170"
3537,3,"Công ty TNHH Xuất Bản Và Truyền Thông Bestbooks Việt Nam"
3537,6,"Khánh Trang"
3537,4,"Tiếng Việt"
3538,1,"8935251416213"
3538,3,"Alpha Books"
3538,6,"Tôn Thất Kỳ Văn, Trương Thị Thu Thảo"
3539,1,"8935210276575"
3539,3,"Tân Việt"
3539,6,"Phương Anh"
3540,1,"8936144201558"
3540,3,"Phanbook"
3541,1,"8935270703806"
3541,3,"Alpha Books"
3541,6,"Sơn Phạm, Vũ Hoàng Linh"
3542,1,"8934974184133"
3542,3,"NXB Trẻ"
3542,6,"Nguyễn Thái Nghĩa"
3542,4,"Tiếng Việt"
3543,1,"9786048860899"
3543,3,"Bách Việt"
3543,6,"Nguyễn Thế Hiền"
3543,4,"Tiếng Việt"
3544,1,"8935086853672"
3544,3,"FIRST NEWS"
3544,6,"Phan Xuân Loan"
3545,1,"8935270702830"
3545,3,"Alpha Books"
3545,6,"Nguyễn Hoàng Điệp, Đặng Việt Vinh"
3545,4,"Tiếng Việt"
3546,1,"8936228203263"
3546,3,"CÔNG TY CỔ PHẦN SBOOKS"
3546,4,"Tiếng Việt"
3547,1,"8935086835029"
3547,3,"FIRST NEWS"
3547,6,"Nguyễn Văn Phước"
3547,4,"Tiếng Việt"
3548,1,"8935086845066"
3548,3,"FIRST NEWS"
3548,6,"Đàm Minh Thủy"
3549,1,"8935270700621"
3549,3,"Alpha Books"
3549,6,"Nguyễn Thụy Khánh Chương"
3550,1,"8935270704315"
3550,3,"Alpha Books"
3550,6,"Phạm Viêm Phương, Huỳnh Văn Thanh"
3550,4,"Tiếng Việt"
3551,1,"9786048474225"
3551,3,"CÔNG TY TNHH TRUYỀN THÔNG VÀ GIÁO DỤC LYCEUM"
3551,6,"Nguyễn Thanh Xuân"
3552,1,"8935270704391"
3552,3,"Alpha Books"
3552,6,"Nguyễn Khắc Giang"
3553,1,"8935270704384"
3553,3,"Alpha Books"
3553,6,"Bùi Kim Tuyến"
3553,4,"Tiếng Việt"
3554,1,"8935251419948"
3554,3,"Alpha Books"
3554,6,"Nguyễn Thị Phương Anh, Kiên Lưu"
3554,4,"Tiếng Việt"
3555,1,"8935251422177"
3555,3,"Alpha Books"
3555,6,"Hoàng Đăng Sơn, Trần Thảo Lam"
3555,4,"Tiếng Việt"
3556,1,"8935086838600"
3556,3,"FIRST NEWS"
