"id","name","price","discount_percentage","discount_amount","average_rating","rating_count","stock","category_id","delete_status"
2077,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 20 - Cơn Bão Tuần Trăng Mật Đã Cuốn Anh Hiroshi Mất Tích","25000",0,0,"0",0,100,224,False
2078,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 7 (Tái Bản 2024)","25000",0,0,"0",0,100,224,False
2079,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 4 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2080,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 15 - Câu Chuyện Xuất Ngoại Và Trận Chiến Xương Rồng","25000",0,0,"0",0,100,224,False
2081,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 3 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2082,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 6 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2083,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 8 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2084,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 22 - Giải Mã Bí Ẩn Học Viện Tenkasu","25000",0,0,"0",0,100,224,False
2085,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 2 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2086,"Shin - Cậu Bé Bút Chì - Đặc Biệt - Tập 1 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2087,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 21 - Bốn Chàng Hiệp Sĩ Của Vương Quốc Vẽ Vời","25000",0,0,"0",0,100,224,False
2088,"Shin - Cậu Bé Bút Chì - Tập 4 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2089,"Shin - Cậu Bé Bút Chì - Tập 5 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2090,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 16 - Theo Dấu Ngọc Hắc Ám","25000",0,0,"0",0,100,224,False
2091,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 17 - Công Phá Xứ Sở Mộng Mơ","25000",0,0,"0",0,100,224,False
2092,"Shin - Cậu Bé Bút Chì - Truyện Dài - Tập 18 - Đụng Độ Người Ngoài Hành Tinh Shiriri","25000",0,0,"0",0,100,224,False
2093,"Shin - Cậu Bé Bút Chì - Tập 27 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2094,"Shin - Cậu Bé Bút Chì - Tập 9 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2095,"Shin - Cậu Bé Bút Chì - Tập 12 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2096,"Shin - Cậu Bé Bút Chì - Tập 6 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2097,"Shin - Cậu Bé Bút Chì - Tập 15 (Tái Bản 2023)","25000",0,0,"0",0,100,224,False
2098,"One Piece - Tập 109 - “Đứng Về Phía Cháu” - Bản Bìa Áo","30000",0,0,"0",0,100,225,False
2099,"One Piece - Tập 109 - “Đứng Về Phía Cháu” - Bản Bìa Gập","25000",0,0,"0",0,100,225,False
2100,"One Piece - Tập 108 - “Thà Chết Còn Hơn” - Bản Bìa Áo","30000",0,0,"0",0,100,225,False
2101,"One Piece - Tập 106 - “Giấc Mơ Của Thiên Tài” - Bản Bìa Áo","30000",0,0,"0",0,100,225,False
2102,"One Piece - Tập 108 - “Thà Chết Còn Hơn” - Bản Bìa Gập","25000",0,0,"0",0,100,225,False
2103,"One Piece - Tập 107 - “Anh Hùng Huyền Thoại” - Bản Bìa Gập","25000",0,0,"0",0,100,225,False
2104,"One Piece - Tập 107 - “Anh Hùng Huyền Thoại” - Bản Bìa Áo","30000",0,0,"0",0,100,225,False
2105,"One Piece Lucky 77 - Bộ Sưu Tập Postcard Và Giấy Nhắn Kèm Tranh Vẽ (Tái Bản 2025)","99000",0,0,"0",0,100,225,False
2106,"One Piece - Tập 103 - “Chiến Binh Giải Phóng” - Bản Bìa Áo (Tái Bản 2025)","30000",0,0,"0",0,100,225,False
2107,"Tuyển Tập Tranh Eiichiro Oda - One Piece - Color Walk - Tập 10 - Dragon - Tặng Kèm Postcard + Poster","130000",0,0,"0",0,100,225,False
2108,"One Piece - Tập 59 - Vĩnh Biệt Portgas D. Ace - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2109,"One Piece - Tập 102 - Bước Ngoặt Quan Trọng - Bản Bìa Áo","25000",0,0,"0",0,100,225,False
2110,"One Piece - Tập 62 - Hành Trình Ở Đảo Người Cá - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2111,"One Piece - Tập 54 - Không Thể Ngăn Cản - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2112,"One Piece - Tập 103 - Chiến Binh Giải Phóng - Limited Edition - Bìa Cứng - Tặng Kèm Bìa Áo Hologram","130000",0,0,"0",0,100,225,False
2113,"One Piece - Tập 53 - Khí Chất Vương Giả - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2114,"One Piece - Tập 64 - 10 Vạn Vs 10 - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2115,"One Piece - Tập 55 - Okama Nơi Địa Ngục - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2116,"One Piece - Tập 80 - Tuyên Ngôn Về Thời Đại Mới - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2117,"One Piece - Tập 101 - “Siêu Sao Thượng Đài” - Bản Bìa Áo (Tái Bản 2025)","30000",0,0,"0",0,100,225,False
2118,"Wanted - Tuyển Tập Truyện Ngắn Eiichiro Oda (Tái Bản 2024)","30000",0,0,"0",0,100,225,False
2119,"One Piece - Tập 9 - Nước Mắt - Bản Bìa Áo (Tái Bản 2025)","30000",0,0,"0",0,100,225,False
2120,"One Piece - Tập 70 - Doflamingo Xuất Hiện - Bản Bìa Áo (Tái Bản 2022)","25000",0,0,"0",0,100,225,False
2121,"[Anime Comics] Dragon Ball Super - Bảy Viên Ngọc Rồng Siêu Cấp - Broly (Tái Bản 2025)","120000",0,0,"0",0,100,226,False
2122,"[Anime Comics] Dragon Ball Z - Bảy Viên Ngọc Rồng - ""F"" Hồi Sinh (Tái Bản 2025)","120000",0,0,"0",0,100,226,False
2123,"[Anime Comics] Dragon Ball Z - Bảy Viên Ngọc Rồng - Cuộc Chiến Giữa Các Vị Thần (Tái Bản 2025)","120000",0,0,"0",0,100,226,False
2124,"Dragon Ball Super - Tập 23 - Son Gohan - Siêu Tiềm Lực Khai Mở! (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2125,"Dragon Ball Super - Tập 22 - Thầy Hay - Trò Giỏi (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2126,"Dragon Ball Super - Tập 9 - Tàn Cuộc (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2127,"Dragon Ball Super - Tập 21 - Đại Chiến Dr. Hedo (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2128,"Dragon Ball Super - Tập 18 - Bardock, Cha Đẻ Của Goku (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2129,"Dragon Ball Super - Tập 20 - Lao Tâm Khổ Chiến (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2130,"Dragon Ball Super - Tập 4 - Hi Vọng Cuối Cùng (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2131,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 24 - Goku Hay Ginyu (Tái Bản 2023)","25000",0,0,"0",0,100,226,False
2132,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 21 - Hướng Về Namek (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2133,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 22 - Người Namek Phản Kháng (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2134,"Dragon Ball Super - Tập 5 - Tạm Biệt Nhé Trunks Lớn! (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2135,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 7 - Theo Dấu Tướng Quân Blue (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2136,"Dragon Ball Super - Tập 16 - Chiến Binh Mạnh Nhất Vũ Trụ","25000",0,0,"0",0,100,226,False
2137,"Dragon Ball Super - Tập 17 - Sức Mạnh Của Thần Huỷ Diệt","25000",0,0,"0",0,100,226,False
2138,"Dragon Ball Super - Tập 15 - Moro - Kẻ Ăn Hành Tinh (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2139,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 18 - Son Gohan Và Đại Ma Vương Piccolo (Tái Bản 2023)","25000",0,0,"0",0,100,226,False
2140,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 42 - Tạm Biệt Ngọc Rồng (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2141,"Dragon Ball Super - Tập 1 - Các Chiến Binh Của Vũ Trụ Thứ 6 (Tái Bản 2025)","30000",0,0,"0",0,100,226,False
2142,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 41 - Cố Lên Siêu Gotenks! (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2143,"Dragon Ball - 7 Viên Ngọc Rồng - Tập 25 - Frieza Siêu Biến Hình (Tái Bản 2022)","25000",0,0,"0",0,100,226,False
2144,"Naruto - Tập 2 - Vị Khách Khó Ưa (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2145,"Naruto - Tập 3 - Ước Mơ…!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2146,"Naruto - Tập 70 - Naruto Và Lục Đạo Tiên Nhân…!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2147,"Naruto - Tập 4 - Cây Cầu Mang Tên Người Anh Hùng!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2148,"Naruto - Tập 48 - Ngôi Làng Chào Đón!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2149,"Artbook Naruto - Tuyển Tập Tranh Masashi Kishimoto - Uzumaki Naruto - Tặng Kèm Poster Gập + Bảng Sticker","130000",0,0,"0",0,100,227,False
2150,"Naruto Bí Truyền - Lâm Thư - Quyển Trục Tổng Hợp Thông Tin Nhân Vật - Tặng Kèm Postcard","45000",0,0,"0",0,100,227,False
2151,"Naruto - Tập 72 - Uzumaki Naruto!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2152,"Naruto - Tập 16 - Tiêu Diệt Làng Lá: Kết Thúc!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2153,"Naruto - Tập 19 - Người Kế Thừa (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2154,"Naruto - Tập 20 - Naruto Vs. Sasuke!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2155,"Naruto - Tập 18 - Quyết Định Của Tsunade!! (Tái Bản 2022)","25000",0,0,"0",0,100,227,False
2156,"Naruto - Tập 59 - Ngũ Kage Hợp Lực…!! (Tái Bản 2022)","25000",0,0,"0",0,100,227,False
2157,"Naruto - Tập 5 - Đấu Thủ!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2158,"Naruto - Tập 11 - Nhận Tui Làm Đệ Tử Nha!? (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2159,"Naruto - Tập 12 - Bay Cao!!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2160,"Naruto - Tập 47 - Phong Ấn Bị Phá Bỏ!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2161,"Naruto - Tập 36 - Đội 10 (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2162,"Naruto - Tập 44 - Truyền Thụ Tiên Thuật…!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2163,"Naruto - Tập 45 - Chiến Trường Làng Lá!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2164,"Naruto - Tập 22 - Chuyển Sinh…!! (Tái Bản 2022)","25000",0,0,"0",0,100,227,False
2165,"Naruto - Tập 61 - Huynh Đệ Song Thủ!! (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2166,"Naruto - Tập 62 - Vết Nứt (Tái Bản 2025)","30000",0,0,"0",0,100,227,False
2167,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 38","25000",0,0,"0",0,100,228,False
2168,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 37","25000",0,0,"0",0,100,228,False
2169,"Nhóc Miko! Cô Bé Nhí Nhảnh - Miko Selection - Tuyển Tập LGBT","45000",0,0,"0",0,100,228,False
2170,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 33 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2171,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 36","25000",0,0,"0",0,100,228,False
2172,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 34 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2173,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 35 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2174,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 31 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2175,"Nhóc Miko! Fanbook Tất Tần Tật (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2176,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 8 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2177,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 32 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2178,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 4 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2179,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 9 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2180,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 10 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2181,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 14 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2182,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 15 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2183,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 17 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2184,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 18 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2185,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 20 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2186,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 16 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2187,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 11 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2188,"Nhóc Miko! Cô Bé Nhí Nhảnh - Tập 19 (Tái Bản 2023)","25000",0,0,"0",0,100,228,False
2189,"Bách Khoa Toàn Thư Pokémon Sun Và Moon - Tập 2","105000",0,0,"0",0,100,229,False
2190,"Pokémon Đặc Biệt - Tập 59","25000",0,0,"0",0,100,229,False
2191,"Pokémon Đặc Biệt - Tập 60","25000",0,0,"0",0,100,229,False
2192,"Pokémon Đặc Biệt - Tập 61","25000",0,0,"0",0,100,229,False
2193,"Pokémon - Cuộc Phiêu Lưu Của Pippi X.Y - Tập 1","22000",0,0,"0",0,100,229,False
2194,"Pokémon Đặc Biệt - Tập 63","25000",0,0,"0",0,100,229,False
2195,"Tuyển Tập Tranh Satoshi Yamamoto - Pokémon Đặc Biệt - The Art Of Pocket Monster Special - Tặng Kèm Obi + 4 Poster Gập Trong Sách","195000",0,0,"0",0,100,229,False
2196,"Pokémon Đặc Biệt - Tập 62","25000",0,0,"0",0,100,229,False
2197,"Pokémon - Cuộc Phiêu Lưu Của Pippi X.Y - Tập 2","22000",0,0,"0",0,100,229,False
2198,"Pokémon Đặc Biệt - Tập 56","25000",0,0,"0",0,100,229,False
2199,"Pokémon Đặc Biệt - Tập 58","25000",0,0,"0",0,100,229,False
2200,"Pokémon - Cuộc Phiêu Lưu Của Pippi X.Y - Tập 3","22000",0,0,"0",0,100,229,False
2201,"Pokémon - Cuộc Phiêu Lưu Của Pippi X.Y - Tập 4","22000",0,0,"0",0,100,229,False
2202,"Pokémon Đặc Biệt - Tập 57","25000",0,0,"0",0,100,229,False
2203,"Pokémon - Cuộc Phiêu Lưu Của Pippi Sun.Moon - Tập 1","25000",0,0,"0",0,100,229,False
2204,"Pokémon - Cuộc Phiêu Lưu Của Pippi Sun.Moon - Tập 2","25000",0,0,"0",0,100,229,False
2205,"Pokémon - Cuộc Phiêu Lưu Của Pippi Sun.Moon - Tập 3","25000",0,0,"0",0,100,229,False
2206,"Pokémon - Cuộc Phiêu Lưu Của Pippi Sun.Moon - Tập 4","35000",0,0,"0",0,100,229,False
2207,"Combo Manga - Pokémon - Cuộc Phiêu Lưu Của Pippi Sun.Moon: Tập 1 - 4 (Bộ 4 Tập)","110000",0,0,"0",0,100,229,False
2208,"Pokémon Đặc Biệt - Tập 44 (Tái Bản 2020)","25000",0,0,"0",0,100,229,False
2209,"Pokémon - Cuộc Phiêu Lưu Của Pippi B.W (Black.White) - Tập 3","22000",0,0,"0",0,100,229,False
2210,"Thám Tử Kindaichi - Short File 5 - Án mạng trong phòng Huyết Lưu","50000",0,0,"0",0,100,230,False
2211,"Thám Tử Kindaichi - Short File 2 - Án Mạng Trong Mê Cung Gương","50000",0,0,"0",0,100,230,False
2212,"Thám Tử Kindaichi - Phần Đặc Biệt - Special Volume - Thiếu Niên Akechi Và Chuyên Án Ngoạn Mục","50000",0,0,"0",0,100,230,False
2213,"Thám Tử Kindaichi - Phần Đặc Biệt - Special Volume - Thanh Tra Akechi Và Chuyên Án Hào Nhoáng","50000",0,0,"0",0,100,230,False
2214,"Thám Tử Kindaichi - Ngoại Truyện - Thiếu Niên Takato Và Vụ Án Kỳ Bí","50000",0,0,"0",0,100,230,False
2215,"Thám Tử Kindaichi - Short File 4 - Lời Thách Thức Từ Siêu Trộm Hào Hoa","50000",0,0,"0",0,100,230,False
2216,"Thần Đồng Đất Việt - Tập 46 - Sứ Tàu Mất Vía (Tái Bản 2012)","10000",0,0,"0",0,100,232,False
2217,"Thần Đồng Đất Việt - Tập 2 - Trí Nhớ Siêu Phàm","10000",0,0,"0",0,100,232,False
2218,"Thần Đồng Đất Việt - Tập 7 - Trừng Trị Gian Thương","10000",0,0,"0",0,100,232,False
2219,"Thần Đồng Đất Việt - Tập 11 - Đồng Tiền hạnh Phúc","10000",0,0,"0",0,100,232,False
2220,"Thần Đồng Đất Việt - Tập 18 - Hết Đời Lang Băm","10000",0,0,"0",0,100,232,False
2221,"Thần Đồng Đất Việt - Tập 20- Anh Hùng Vớt Pháo","10000",0,0,"0",0,100,232,False
2222,"Thần Đồng Đất Việt - Tập 143 - Hám Ngoại Hại Thân","10000",0,0,"0",0,100,232,False
2223,"Thần Đồng Đất Việt - Tập 10 - Thăng Đại Lực Sĩ","10000",0,0,"0",0,100,232,False
2224,"Thần Đồng Đất Việt - Tập 45 - Báu Vật Heo Nái","10000",0,0,"0",0,100,232,False
2225,"Thần Đồng Đất Việt - Tập 75 - Đối Thủ Thần Đồng","10000",0,0,"0",0,100,232,False
2226,"Thần Đồng Đất Việt - Tập 43 - Căn Nhà Không Chân","10000",0,0,"0",0,100,232,False
2227,"Thần Đồng Đất Việt - Tập 50 - Thuốc Viên Giao Hảo","10000",0,0,"0",0,100,232,False
2228,"Thần Đồng Đất Việt - Tập 52 - Hạt Ngô Ác Mộng","10000",0,0,"0",0,100,232,False
2229,"Thần Đồng Đất Việt - Tập 57 - Bức Họa Vĩ Nhân","10000",0,0,"0",0,100,232,False
2230,"Thần Đồng Đất Việt - Tập 82 - Nghệ Nhân Học Lóm","10000",0,0,"0",0,100,232,False
2231,"Thần Đồng Đất Việt - Tập 42 - Ngôi Làng Xấu Tính","10000",0,0,"0",0,100,232,False
2232,"Thần Đồng Đất Việt - Tập 92 - Dược Hoàn Tặng Mẹ","10000",0,0,"0",0,100,232,False
2233,"Thần Đồng Đất Việt - Tập 94 - Thư Pháp Ẩn Long","10000",0,0,"0",0,100,232,False
2234,"Thần Đồng Đất Việt - Tập 53 - Học Trò Trạng Nguyên","10000",0,0,"0",0,100,232,False
2235,"Thần Đồng Đất Việt - Tập 54 - Đôi Cánh Sứ Thần","10000",0,0,"0",0,100,232,False
2236,"Thần Đồng Đất Việt - Tập 59 - Tấm Gương Đồ Kiết","10000",0,0,"0",0,100,232,False
2237,"Thần Đồng Đất Việt - Tập 34 - Dê Đực Có Chửa","10000",0,0,"0",0,100,232,False
2238,"Thần Đồng Đất Việt - Tập 56 - Con Mèo Vương Giả","10000",0,0,"0",0,100,232,False
2239,"Thần Đồng Đất Việt - Tập 91 - Hùng Kê Diệt Cướp","10000",0,0,"0",0,100,232,False
2240,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 22 - Tặng Kèm Obi + 2 PVC Card","88000",0,0,"0",0,100,233,False
2241,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 21 - Tặng Kèm Obi + 2 PVC Card","88000",0,0,"0",0,100,233,False
2242,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 20 - Tặng Kèm Obi + 2 PVC Card","88000",0,0,"0",0,100,233,False
2243,"Nhật Ký Tình Yêu Của Cương Thi Trăm Năm - Bản Đặc Biệt - Tặng Kèm Bookmark + Sticker Cán Kim Tuyến + Polaroid PVC","85000",0,0,"0",0,100,233,False
2244,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 19 - Tặng Kèm Obi + 2 PVC Card","88000",0,0,"0",0,100,233,False
2245,"Khúc Ca Lục Biếc Gom Gió - Tập 1","105000",0,0,"0",0,100,233,False
2246,"Bánh Ngọt Nhỏ Ngốc Nghếch - Tập 3 - Bản Đặc Biệt - Tặng Kèm Bookmark Chibi + Photostrip Hologram","159000",0,0,"0",0,100,233,False
2247,"Khúc Ca Lục Biếc Gom Gió - Tập 2","115000",0,0,"0",0,100,233,False
2248,"Nam Hào Thượng Phong - Tập 3 - Bản Đặc Biệt - Tặng Kèm Sticker","105000",0,0,"0",0,100,233,False
2249,"Ánh Sao Bên Tôi - Tập 2 - Tặng Kèm Sticker Tem","175000",0,0,"0",0,100,233,False
2250,"Nhật Ký Tình Yêu Của Cương Thi Trăm Năm - Tặng Kèm Bookmark","85000",0,0,"0",0,100,233,False
2251,"Chúng Ta Đã Không Chết Khi Còn Trẻ - Tặng Kèm 1 Bìa Áo Hai Mặt + 1 Bookmark Chibi Bế Hình + 1 Background Card Hologram + 2 Clearcard","99000",0,0,"0",0,100,233,False
2252,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 3 - Tặng Kèm Obi + 2 PVC Card","88000",0,0,"0",0,100,233,False
2253,"Ánh Sao Bên Tôi - Tập 1 - Tặng Kèm Sticker Tem","175000",0,0,"0",0,100,233,False
2254,"Nam Đình Cốc Vi - Tập 4 - Tặng Kèm Postcard","99000",0,0,"0",0,100,233,False
2255,"Nam Hào Thượng Phong - Tập 4 - Bản Đặc Biệt - Không Box - Tặng Kèm Sticker","120000",0,0,"0",0,100,233,False
2256,"Những Con Mèo Ở Tử Cấm Thành - Tập 1","122000",0,0,"0",0,100,233,False
2257,"Bánh Ngọt Nhỏ Ngốc Nghếch - Tập 1 - Tặng Kèm Bookmark Chibi","159000",0,0,"0",0,100,233,False
2258,"Nam Đình Cốc Vi - Tập 5 - Tặng Kèm Postcard","119000",0,0,"0",0,100,233,False
2259,"Solo Leveling - Tôi Thăng Cấp Một Mình - Tập 2","88000",0,0,"0",0,100,233,False
2260,"Trái Cây Đại Chiến Zombie - Thế Giới Robot - Tập 1: Truyền Thuyết Anh Hùng","95000",0,0,"0",0,100,233,False
2261,"Bánh Ngọt Nhỏ Ngốc Nghếch - Tập 2 - Tặng Kèm Bookmark Chibi","159000",0,0,"0",0,100,233,False
2262,"Bạn Tôi Ai Cũng Thật Kỳ Quặc - Tập 1 - Tặng Kèm Bookmark 2 Mặt","139000",0,0,"0",0,100,233,False
2263,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long Tập 6: Kho Báu Kỷ Jura (Tái Bản)","89000",0,0,"0",0,100,234,False
2264,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long Tập 7: Kỳ Binh Quyết Chiến (Tái Bản)","89000",0,0,"0",0,100,234,False
2265,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long - Tập 2: Công Viên Khủng Long (Tái Bản)","89000",0,0,"0",0,100,234,False
2266,"Kanyen - Tập 4","75000",0,0,"0",0,100,234,False
2267,"Trái Cây Đại Chiến Zombies - Tập 10: Cộng Sự Bất Đắc Dĩ - Tái Bản 2019","32000",0,0,"0",0,100,234,False
2268,"Trái Cây Đại Chiến Zombites 13 - Kim Tự Thám Huyền Bí (Tái Bản 2019)","32000",0,0,"0",0,100,234,False
2269,"The Walking Dead - Thảm Họa Xác Sống - Tập 1: Days Gone Bye","49000",0,0,"0",0,100,234,False
2270,"The Walking Dead - Thảm Họa Xác Sống - Tập 2: Miles Behind Us","49000",0,0,"0",0,100,234,False
2271,"Trái Cây Đại Chiến Zombie - Tập 18: Trở Lại Ai Cập (Tái Bản 2020)","32000",0,0,"0",0,100,234,False
2272,"Trái Cây Đại Chiến Zombie - Tập 17: Bờ Biển Caribe (Tái Bản 2020)","32000",0,0,"0",0,100,234,False
2273,"Bộ Sách The Walking Dead - Thảm Họa Xác Sống - Tập 9 + 10 (Bộ 2 Tập)","130000",0,0,"0",0,100,234,False
2274,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long - Tập 10: Vương Quốc Ngủ Say (Tái Bản)","89000",0,0,"0",0,100,234,False
2275,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long - Tập 9: Trên Đảo Khủng Long (Tái Bản)","89000",0,0,"0",0,100,234,False
2276,"Trái Cây Đại Chiến Zombie - Thế Giới Khủng Long - Tập 1: Chiến Binh Mạo Hiểm (Tái Bản)","89000",0,0,"0",0,100,234,False
2277,"Astérix - Chiếc Khiên Arverne","80000",0,0,"0",0,100,234,False
2278,"Astérix - Astérix Và Cái Vạc","80000",0,0,"0",0,100,234,False
2279,"Astérix - Astérix Ở Thế Vận Hội","80000",0,0,"0",0,100,234,False
2280,"Astérix - Chiếc Liềm Vàng (Tái Bản 2024)","80000",0,0,"0",0,100,234,False
2281,"Astérix - Astérix Người Gaulois (Tái Bản 2024)","80000",0,0,"0",0,100,234,False
2282,"Kanyen - Tập 1","75000",0,0,"0",0,100,234,False
2283,"Kanyen - Tập 2","75000",0,0,"0",0,100,234,False
2284,"Kanyen - Tập 2 - Bản Tiếng Anh","75000",0,0,"0",0,100,234,False
2285,"Kanyen - Tập 3 - Bản Tiếng Anh","75000",0,0,"0",0,100,234,False
2286,"Yêu Những Điều Không Hoàn Hảo - Bìa Cứng - Tặng Kèm Bookmark + Postcard - Độc Quyền Fahasa","239000",0,0,"0",0,100,236,False
2287,"Stop Overthinking - Sống Tự Do, Không Âu Lo - 7 Bước Loại Bỏ Suy Nghĩ Tiêu Cực Và Bắt Đầu Suy Nghĩ Tích Cực","95000",0,0,"0",0,100,236,False
2288,"Con Đường Chẳng Mấy Ai Đi","165000",0,0,"0",0,100,236,False
